Description,Location,Price (PHP),Bedrooms,Bath,Floor_area (sqm),Land_area (sqm),Latitude,Longitude,Link
4-Bedroom Single Detached House and Lot for Sale in The Arcadia | Boundary of Angeles...,"Manibaug Paralaya, Porac",9440500.0,4.0,,173.0,168.0,15.119767,120.560714,https://www.lamudi.com.ph/4-bedroom-single-detached-house-and-lot-for-sale-in-the-arcadia-boundary-of-angeles-and-porac-pampanga-atlanta-model.html
"Studio (3802) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",8862000.0,1.0,,35.0,,14.588882,121.079016,https://www.lamudi.com.ph/studio-3802-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"1-Bedroom Unit (1123) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",16332000.0,1.0,,58.0,,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-1123-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"1-Bedroom Unit (53M) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",23671000.0,1.0,1.0,70.0,,14.575822,121.064324,https://www.lamudi.com.ph/1-bedroom-unit-53m-for-sale-in-empress-at-capitol-commons-pasig-city.html
"1-Bedroom Unit (37F) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig","San Antonio, Pasig",27006000.0,1.0,1.0,74.0,,14.588377,121.059897,https://www.lamudi.com.ph/1-bedroom-unit-37f-residences-at-the-galleon-pre-selling-in-ortigas-cbd-pasig.html
"2-Bedroom Unit (4008) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",26116000.0,2.0,1.0,89.0,,14.588882,121.079016,https://www.lamudi.com.ph/2-bedroom-unit-4008-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
Suntrust Amadea Tower 1 - Studio Unit for Sale in Quezon City,"Paligsahan, Quezon City",3167280.0,1.0,1.0,24.0,,14.646511,120.996952,https://www.lamudi.com.ph/suntrust-amadea-tower-1-studio-unit-for-sale-in-quezon-city.html
"1-Bedroom Unit (2422) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",16462000.0,1.0,,58.0,,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-2422-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"Offices at The Galleon - Prime Unit (16M) for Sale in Ortigas, Pasig","San Antonio, Pasig",31449000.0,,,93.0,,14.588716,121.060009,https://www.lamudi.com.ph/offices-at-the-galleon-prime-unit-16m-for-sale-in-ortigas-pasig.html
"1-Bedroom Unit (1226) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",16052000.0,1.0,,58.0,,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-1226-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"1-Bedroom Unit (3603) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",16549000.0,1.0,,57.0,,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-3603-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"1-Bedroom Unit (3314) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",16076000.0,1.0,,57.0,,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-3314-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"1-Bedroom Unit (N26G2) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",11110400.0,1.0,1.0,44.0,,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-n26g2-for-sale-in-maven-at-capitol-commons-pasig-city.html
"2-Bedroom Unit (49H) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig","San Antonio, Pasig",46469000.0,2.0,2.0,114.0,,14.588377,121.059897,https://www.lamudi.com.ph/2-bedroom-unit-49h-residences-at-the-galleon-pre-selling-in-ortigas-cbd-pasig.html
"2-Bedroom Unit (3301) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",27512000.0,2.0,1.0,89.0,,14.588882,121.079016,https://www.lamudi.com.ph/2-bedroom-unit-3301-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"Studio Unit (3312) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",8323000.0,1.0,1.0,35.0,,14.588882,121.079016,https://www.lamudi.com.ph/studio-unit-3312-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"1-Bedroom Unit (28A) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",23188000.0,1.0,1.0,67.0,,14.575822,121.064324,https://www.lamudi.com.ph/1-bedroom-unit-28a-for-sale-in-empress-at-capitol-commons-pasig-city.html
"1-Bedroom Unit (2503) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",14971000.0,1.0,,52.0,,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-2503-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"Condominium with 3 bedroom for Sale in Suntrust Shanata, Novaliches, Quezon City","Novaliches, Quezon City",7802700.0,3.0,2.0,54.0,,14.68155,121.0198,https://www.lamudi.com.ph/condominium-with-3-bedroom-for-sale-in-suntrust-shanata-novaliches-quezon-city-2.html
"Pre-selling 3BR 3-Storey Townhouse for Sale in Likha Residences, Cupang, Muntinlupa |...","Cupang, Muntinlupa",27705000.0,3.0,,250.0,125.0,14.434669,121.040194,https://www.lamudi.com.ph/pre-selling-3br-3-storey-townhouse-for-sale-in-likha-residences-cupang-muntinlupa-typical-end-unit-1.html
4-Bedroom Single Detached House and Lot for Sale in The Arcadia | Boundary of Angeles...,"Manibaug Paralaya, Porac",9440500.0,4.0,,173.0,168.0,15.119767,120.560714,https://www.lamudi.com.ph/4-bedroom-single-detached-house-and-lot-for-sale-in-the-arcadia-boundary-of-angeles-and-porac-pampanga-atlanta-model.html
"1-Bedroom Unit (53M) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",23671000.0,1.0,1.0,70.0,,14.575822,121.064324,https://www.lamudi.com.ph/1-bedroom-unit-53m-for-sale-in-empress-at-capitol-commons-pasig-city.html
"ARIA RFO Townhouse for Sale in Idesia Dasmarinas Ph1, Special Discount 269K -Blk10 Lo...","San Agustin I, Dasmarinas",2239999.0,2.0,,42.0,60.0,14.304975,120.944111,https://www.lamudi.com.ph/aria-rfo-townhouse-for-sale-in-idesia-dasmarinas-ph1-special-discount-269k-blk10-lot15.html
"1-Bedroom Unit (1123) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",16332000.0,1.0,,58.0,,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-1123-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
Suntrust Amadea Tower 1 - Studio Unit for Sale in Quezon City,"Paligsahan, Quezon City",3167280.0,1.0,1.0,24.0,,14.646511,120.996952,https://www.lamudi.com.ph/suntrust-amadea-tower-1-studio-unit-for-sale-in-quezon-city.html
"Studio (3802) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",8862000.0,1.0,,35.0,,14.588882,121.079016,https://www.lamudi.com.ph/studio-3802-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"2-Bedroom Unit (3308) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",25901000.0,2.0,,89.0,,14.588882,121.079016,https://www.lamudi.com.ph/2-bedroom-unit-3308-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"3BR Unit for Sale in Suntrust Amadea Tower 2, Quezon City, 6.6M","Paligsahan, Quezon City",6626880.0,3.0,2.0,46.0,,14.631613,121.023475,https://www.lamudi.com.ph/3br-unit-for-sale-in-suntrust-amadea-tower-2-quezon-city-6-6m.html
"1-Bedroom Unit (37F) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig","San Antonio, Pasig",27006000.0,1.0,1.0,74.0,,14.588377,121.059897,https://www.lamudi.com.ph/1-bedroom-unit-37f-residences-at-the-galleon-pre-selling-in-ortigas-cbd-pasig.html
"2-Bedroom Unit (4008) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",26116000.0,2.0,1.0,89.0,,14.588882,121.079016,https://www.lamudi.com.ph/2-bedroom-unit-4008-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"Pre-selling 3BR 3-Storey Townhouse for Sale in Likha Residences, Cupang, Muntinlupa |...","Cupang, Muntinlupa",25296000.0,3.0,,250.0,92.0,14.434669,121.040194,https://www.lamudi.com.ph/pre-selling-3br-3-storey-townhouse-for-sale-in-likha-residences-cupang-muntinlupa-typical-unit-3.html
"Pre-selling 3BR 4-Storey Townhouse for Sale in Likha Residences, Cupang, Muntinlupa |...","Cupang, Muntinlupa",40322000.0,3.0,,323.0,90.0,14.434669,121.040194,https://www.lamudi.com.ph/pre-selling-3br-4-storey-townhouse-for-sale-in-likha-residences-cupang-muntinlupa-end-unit-elevated-garden-2.html
"Studio Deluxe (24E) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",12415000.0,1.0,1.0,45.0,,14.575822,121.064324,https://www.lamudi.com.ph/studio-deluxe-24e-for-sale-in-empress-at-capitol-commons-pasig-city.html
"1-Bedroom Condo Unit (30A) for Sale in One Sierra, EDSA, Mandaluyong City Metro Manil...","Highway Hills, Mandaluyong",12094554.0,1.0,1.0,54.0,,14.578255,121.052143,https://www.lamudi.com.ph/1-bedroom-condo-unit-30a-for-sale-in-one-sierra-edsa-mandaluyong-city-metro-manila.html
"2-Bedroom Unit (3208) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",25901000.0,2.0,1.0,89.0,,14.588882,121.079016,https://www.lamudi.com.ph/2-bedroom-unit-3208-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"1-Bedroom Unit (14G) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig","San Antonio, Pasig",26577000.0,1.0,1.0,74.0,,14.588377,121.059897,https://www.lamudi.com.ph/1-bedroom-unit-14g-residences-at-the-galleon-pre-selling-in-ortigas-cbd-pasig.html
"Studio Condo Unit (23G) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Manila","Highway Hills, Mandaluyong",7722220.0,1.0,1.0,31.0,,14.578255,121.052143,https://www.lamudi.com.ph/studio-condo-unit-23g-for-sale-in-one-sierra-edsa-mandaluyong-city-metro-manila.html
"Studio Condo Unit (26D) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Manila","Highway Hills, Mandaluyong",7744557.0,1.0,1.0,31.0,,14.578255,121.052143,https://www.lamudi.com.ph/studio-condo-unit-26d-for-sale-in-one-sierra-edsa-mandaluyong-city-metro-manila.html
"Studio Condo Unit (11G) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Manila","Highway Hills, Mandaluyong",7961545.0,1.0,1.0,31.0,,14.578255,121.052143,https://www.lamudi.com.ph/studio-condo-unit-11g-for-sale-in-one-sierra-edsa-mandaluyong-city-metro-manila.html
"Studio Condo Unit (30B) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Manila","Highway Hills, Mandaluyong",7432712.0,1.0,1.0,32.0,,14.578255,121.052143,https://www.lamudi.com.ph/studio-condo-unit-30b-for-sale-in-one-sierra-edsa-mandaluyong-city-metro-manila.html
"Studio (4109) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",9206000.0,1.0,,32.0,,14.588882,121.079016,https://www.lamudi.com.ph/studio-4109-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"1-Bedroom Unit (2611) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",15902000.0,1.0,,58.0,,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-2611-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
Cityland One Premier - Studio Unit (23 sqm) for Sale in Las Pinas City,"Almanza Uno, Las Pinas",2687891.0,1.0,1.0,23.0,,14.4324914,121.0140532,https://www.lamudi.com.ph/cityland-one-premier-studio-unit-23-sqm-for-sale-in-las-pinas-city.html
"1-Bedroom Unit (37M) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",22863000.0,1.0,1.0,70.0,,14.575822,121.064324,https://www.lamudi.com.ph/1-bedroom-unit-37m-for-sale-in-empress-at-capitol-commons-pasig-city.html
"1-Bedroom Unit (N48E2) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",11334400.0,1.0,1.0,44.0,,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-n48e2-for-sale-in-maven-at-capitol-commons-pasig-city.html
"1-Bedroom Unit (S41D1) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",11088000.0,1.0,1.0,47.0,,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-s41d1-for-sale-in-maven-at-capitol-commons-pasig-city.html
"Residential Unit (108-02) for Sale in UniPlace @ SWU Village, Cebu City","Sambag II, Cebu",2810000.0,1.0,1.0,24.0,,10.3058395,123.8908567,https://www.lamudi.com.ph/residential-unit-108-02-for-sale-in-uniplace-swu-village-cebu-city.html
"2-Bedroom Condo (Unit I) for Sale in Suntrust Shanata, Novaliches Quezon City","Novaliches, Quezon City",6363100.0,2.0,1.0,35.0,,14.68155,121.0198,https://www.lamudi.com.ph/2-bedroom-condo-unit-i-for-sale-in-suntrust-shanata-novaliches-quezon-city-1.html
"Studio (4112) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",9499000.0,1.0,,35.0,,14.588882,121.079016,https://www.lamudi.com.ph/studio-4112-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"1-Bedroom Condo Unit (30J) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Mani...","Highway Hills, Mandaluyong",11526579.0,1.0,1.0,54.0,,14.578255,121.052143,https://www.lamudi.com.ph/1-bedroom-condo-unit-30j-for-sale-in-one-sierra-edsa-mandaluyong-city-metro-manila.html
"2-Bedroom House for Sale at Camella Provence in Malolos City, Bulacan | Criselle, NRF...","Longos, Malolos",3243000.0,2.0,,40.0,63.0,14.8743986,120.7973062,https://www.lamudi.com.ph/2-bedroom-house-for-sale-at-camella-provence-in-malolos-city-bulacan-criselle-nrfo-bts-rfo.html
"5-Bedroom House for Sale at Camella Monticello in San Jose del Monte, Bulacan | Ella,...","Sapang Palay, San Jose del Monte",6975000.0,5.0,,100.0,121.0,14.8450503,121.0612785,https://www.lamudi.com.ph/5-bedroom-house-for-sale-at-camella-monticello-in-san-jose-del-monte-bulacan-ella-nrfo.html
"2-Bedroom House for Sale at Camella Monticello in San Jose del Monte, Bulacan | Ariel...","Sapang Palay, San Jose del Monte",2313000.0,2.0,,36.0,42.0,14.8450503,121.0612785,https://www.lamudi.com.ph/2-bedroom-house-for-sale-at-camella-monticello-in-san-jose-del-monte-bulacan-arielle-nrfo.html
"The Glaston Tower - Office Unit, Prime Unit (31D) for Sale in Ortigas East Pasig","Ugong, Pasig",23745000.0,,,88.0,,14.587964,121.079045,https://www.lamudi.com.ph/the-glaston-tower-office-unit-prime-unit-31d-for-sale-in-ortigas-east-pasig.html
"Offices at The Galleon - Prime Unit (23F) for Sale in Ortigas, Pasig","San Antonio, Pasig",37666000.0,,,108.0,,14.588716,121.060009,https://www.lamudi.com.ph/offices-at-the-galleon-prime-unit-23f-for-sale-in-ortigas-pasig.html
"Offices at The Galleon - Glass Unit (27E) for Sale in Ortigas, Pasig","San Antonio, Pasig",32342000.0,,,93.0,,14.588716,121.060009,https://www.lamudi.com.ph/offices-at-the-galleon-glass-unit-27e-for-sale-in-ortigas-pasig.html
"Suntrust Amadea Tower 1, 2-Bedroom Unit for Sale in Quezon City","Paligsahan, Quezon City",5310000.0,2.0,1.0,36.0,,14.646511,120.996952,https://www.lamudi.com.ph/suntrust-amadea-tower-1-2-bedroom-unit-for-sale-in-quezon-city.html
"1-Bedroom Unit for Sale in One Lakeshore Drive, San Antonio, Davao - Tower 1","San Antonio, Davao",7320000.0,1.0,2.0,50.0,,7.095857,125.630475,https://www.lamudi.com.ph/1-bedroom-unit-for-sale-in-one-lakeshore-drive-san-antonio-davao-tower-1.html
"1-Bedroom Unit for Sale in One Lakeshore Drive, San Antonio, Davao - Tower 3","San Antonio, Davao",7320000.0,1.0,2.0,50.0,,7.095857,125.630475,https://www.lamudi.com.ph/1-bedroom-unit-for-sale-in-one-lakeshore-drive-san-antonio-davao-tower-3.html
"Studio Condo Unit (30D) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Manila","Highway Hills, Mandaluyong",7776467.0,1.0,1.0,31.0,,14.578255,121.052143,https://www.lamudi.com.ph/studio-condo-unit-30d-for-sale-in-one-sierra-edsa-mandaluyong-city-metro-manila.html
"1-Bedroom Unit (S17D1) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",10752000.0,1.0,1.0,46.0,,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-s17d1-for-sale-in-maven-at-capitol-commons-pasig-city.html
"3-Bedroom Unit (N07E) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",24586800.0,3.0,2.0,102.0,,14.583771,121.059675,https://www.lamudi.com.ph/3-bedroom-unit-n07e-for-sale-in-maven-at-capitol-commons-pasig-city.html
"2BR Condo Unit for Sale in Ibiza Tower at Circulo Verde, Bagumbayan, Quezon City | Un...","Bagumbayan, Quezon City",14278110.0,2.0,2.0,67.0,,14.605396,121.081903,https://www.lamudi.com.ph/2br-condo-unit-for-sale-in-ibiza-tower-at-circulo-verde-bagumbayan-quezon-city-unit-16h.html
"1-Bedroom Unit (N51C1) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",14474200.0,1.0,1.0,59.0,,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-n51c1-for-sale-in-maven-at-capitol-commons-pasig-city.html
"Offices at The Galleon - Prime Unit (21G) for Sale in Ortigas, Pasig","San Antonio, Pasig",27934000.0,,,82.0,,14.588716,121.060009,https://www.lamudi.com.ph/offices-at-the-galleon-prime-unit-21g-for-sale-in-ortigas-pasig.html
"Studio Condo Unit (18B) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Manila","Highway Hills, Mandaluyong",7288260.0,1.0,1.0,32.0,,14.578255,121.052143,https://www.lamudi.com.ph/studio-condo-unit-18b-for-sale-in-one-sierra-edsa-mandaluyong-city-metro-manila.html
"Offices at The Galleon - Prime Unit (12M) for Sale in Ortigas, Pasig","San Antonio, Pasig",31312000.0,,,93.0,,14.588716,121.060009,https://www.lamudi.com.ph/offices-at-the-galleon-prime-unit-12m-for-sale-in-ortigas-pasig.html
"Residential Unit (109-02) for Sale in UniPlace @ SWU Village, Cebu City","Sambag II, Cebu",2810000.0,1.0,1.0,24.0,,10.3058395,123.8908567,https://www.lamudi.com.ph/residential-unit-109-02-for-sale-in-uniplace-swu-village-cebu-city.html
"2-Bedroom Unit (49B) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",35907000.0,2.0,2.0,106.0,,14.575822,121.064324,https://www.lamudi.com.ph/2-bedroom-unit-49b-for-sale-in-empress-at-capitol-commons-pasig-city.html
"1-Bedroom Unit (N30E2) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",11166400.0,1.0,1.0,52.0,,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-n30e2-for-sale-in-maven-at-capitol-commons-pasig-city.html
"1-Bedroom Unit (N20E1) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",12196800.0,1.0,1.0,57.0,,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-n20e1-for-sale-in-maven-at-capitol-commons-pasig-city.html
"1-Bedroom Unit (N40E2) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",12770800.0,1.0,1.0,52.0,,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-n40e2-for-sale-in-maven-at-capitol-commons-pasig-city.html
"1-Bedroom Unit (N60C1) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",14587200.0,1.0,1.0,59.0,,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-n60c1-for-sale-in-maven-at-capitol-commons-pasig-city.html
"1-Bedroom Condo Unit (24A) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Mani...","Highway Hills, Mandaluyong",12540432.0,1.0,1.0,57.0,,14.578255,121.052143,https://www.lamudi.com.ph/1-bedroom-condo-unit-24a-for-sale-in-one-sierra-edsa-mandaluyong-city-metro-manila.html
"1-Bedroom Unit (S33D2) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",11334400.0,1.0,1.0,52.0,,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-s33d2-for-sale-in-maven-at-capitol-commons-pasig-city.html
"5,300 sqm Industrial Lot for Sale in Laguindingan Technopark, Misamis Oriental","Moog, Laguindingan",29150000.0,,,,5300.0,8.609045,124.468733,https://www.lamudi.com.ph/5-300-sqm-industrial-lot-for-sale-in-laguindingan-technopark-misamis-oriental.html
"1-Bedroom Unit (N64D2) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",13108800.0,1.0,1.0,52.0,,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-n64d2-for-sale-in-maven-at-capitol-commons-pasig-city.html
"5% Launch Promo | 1BR Unit for Sale at Woodsville Crest, Merville Paranaque","Merville, Paranaque",7500000.0,1.0,1.0,37.0,,14.499387,121.025633,https://www.lamudi.com.ph/5-launch-promo-1br-unit-for-sale-at-woodsville-crest-merville-paranaque.html
"1-Bedroom Unit (N29E2) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",11166400.0,1.0,1.0,52.0,,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-n29e2-for-sale-in-maven-at-capitol-commons-pasig-city.html
"1-Bedroom Unit (S59C2) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",13096600.0,1.0,1.0,52.0,,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-s59c2-for-sale-in-maven-at-capitol-commons-pasig-city.html
"1-Bedroom Unit (N33E1) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",12488000.0,1.0,1.0,58.0,,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-n33e1-for-sale-in-maven-at-capitol-commons-pasig-city.html
"1-Bedroom Unit (S40D1) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",11054400.0,1.0,1.0,47.0,,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-s40d1-for-sale-in-maven-at-capitol-commons-pasig-city.html
"1-Bedroom Unit for Sale in One Lakeshore Drive, San Antonio, Davao - Tower 3","San Antonio, Davao",7320000.0,1.0,2.0,50.0,,7.095857,125.630475,https://www.lamudi.com.ph/1-bedroom-unit-for-sale-in-one-lakeshore-drive-san-antonio-davao-tower-3.html
"Studio Condo Unit (18F) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Manila","Highway Hills, Mandaluyong",8028051.0,1.0,1.0,33.0,,14.578255,121.052143,https://www.lamudi.com.ph/studio-condo-unit-18f-for-sale-in-one-sierra-edsa-mandaluyong-city-metro-manila.html
"Studio Condo Unit (30D) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Manila","Highway Hills, Mandaluyong",7776467.0,1.0,1.0,31.0,,14.578255,121.052143,https://www.lamudi.com.ph/studio-condo-unit-30d-for-sale-in-one-sierra-edsa-mandaluyong-city-metro-manila.html
"2BR Condo Unit for Sale in Ibiza Tower at Circulo Verde, Bagumbayan, Quezon City | Un...","Bagumbayan, Quezon City",14278110.0,2.0,2.0,67.0,,14.605396,121.081903,https://www.lamudi.com.ph/2br-condo-unit-for-sale-in-ibiza-tower-at-circulo-verde-bagumbayan-quezon-city-unit-16h.html
"1-Bedroom Unit (N51C1) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",14474200.0,1.0,1.0,59.0,,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-n51c1-for-sale-in-maven-at-capitol-commons-pasig-city.html
"Offices at The Galleon - Prime Unit (21G) for Sale in Ortigas, Pasig","San Antonio, Pasig",27934000.0,,,82.0,,14.588716,121.060009,https://www.lamudi.com.ph/offices-at-the-galleon-prime-unit-21g-for-sale-in-ortigas-pasig.html
"3-Bedroom Unit (N07E) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",24586800.0,3.0,2.0,102.0,,14.583771,121.059675,https://www.lamudi.com.ph/3-bedroom-unit-n07e-for-sale-in-maven-at-capitol-commons-pasig-city.html
"1-Bedroom Unit for Sale in One Lakeshore Drive, San Antonio, Davao - Tower 1","San Antonio, Davao",7320000.0,1.0,2.0,50.0,,7.095857,125.630475,https://www.lamudi.com.ph/1-bedroom-unit-for-sale-in-one-lakeshore-drive-san-antonio-davao-tower-1.html
"2-Bedroom Condo (Unit B) for Sale in Suntrust Shanata, Novaliches Quezon City","Novaliches, Quezon City",6363100.0,2.0,1.0,35.0,,14.68155,121.0198,https://www.lamudi.com.ph/2-bedroom-condo-unit-b-for-sale-in-suntrust-shanata-novaliches-quezon-city-1.html
"2-Bedroom Condo Unit (26H) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Mani...","Highway Hills, Mandaluyong",16242999.0,2.0,2.0,84.0,,14.578255,121.052143,https://www.lamudi.com.ph/2-bedroom-condo-unit-26h-for-sale-in-one-sierra-edsa-mandaluyong-city-metro-manila.html
"Pre-selling 3BR 4-Storey Townhouse for Sale in Likha Residences, Cupang, Muntinlupa |...","Cupang, Muntinlupa",39675000.0,3.0,,323.0,90.0,14.434669,121.040194,https://www.lamudi.com.ph/pre-selling-3br-4-storey-townhouse-for-sale-in-likha-residences-cupang-muntinlupa-typical-elevated-garden-unit.html
"2-Bedroom Condo Unit (28C) for Sale in One Sierra,EDSA, Mandaluyong City, Metro Manil...","Highway Hills, Mandaluyong",16940448.0,2.0,2.0,84.0,,14.578255,121.052143,https://www.lamudi.com.ph/2-bedroom-condo-unit-28c-for-sale-in-one-sierra-edsa-mandaluyong-city-metro-manila.html
"Pre-selling 3BR 4-Storey Townhouse for Sale in Likha Residences, Cupang, Muntinlupa |...","Cupang, Muntinlupa",39027000.0,3.0,,323.0,106.0,14.434669,121.040194,https://www.lamudi.com.ph/pre-selling-3br-4-storey-townhouse-for-sale-in-likha-residences-cupang-muntinlupa-corner-unit-with-extra-lot.html
"Pre-selling 3BR 4-Storey Townhouse for Sale in Likha Residences, Cupang, Muntinlupa |...","Cupang, Muntinlupa",39027000.0,3.0,,323.0,105.0,14.434669,121.040194,https://www.lamudi.com.ph/pre-selling-3br-4-storey-townhouse-for-sale-in-likha-residences-cupang-muntinlupa-typical-end-unit.html
"Pre-selling 3BR 4-Storey Townhouse for Sale in Likha Residences, Cupang, Muntinlupa |...","Cupang, Muntinlupa",39675000.0,3.0,,323.0,90.0,14.434669,121.040194,https://www.lamudi.com.ph/pre-selling-3br-4-storey-townhouse-for-sale-in-likha-residences-cupang-muntinlupa-typical-elevated-garden-unit.html
"5,300 sqm Industrial Lot for Sale in Laguindingan Technopark, Misamis Oriental","Moog, Laguindingan",29150000.0,,,,5300.0,8.609045,124.468733,https://www.lamudi.com.ph/5-300-sqm-industrial-lot-for-sale-in-laguindingan-technopark-misamis-oriental.html
